Indicator,Year,WHO region,Country,Causes,Display Value,Numeric
"Age-standardized DALYs (per 100,000)",2012,Europe,Russian Federation,Injuries,"5,822",5821.70313
"Age-standardized DALYs (per 100,000)",2000,Africa,Rwanda,All Causes,"117,363",117363.2031
"Age-standardized DALYs (per 100,000)",2000,Africa,Rwanda,Communicable & other Group I,"75,927",75927.4375
"Age-standardized DALYs (per 100,000)",2000,Africa,Rwanda,Noncommunicable diseases,"32,808",32808.42188
"Age-standardized DALYs (per 100,000)",2000,Africa,Rwanda,Injuries,"8,627",8627.32324
"Age-standardized DALYs (per 100,000)",2012,Africa,Rwanda,All Causes,"54,160",54159.85156
"Age-standardized DALYs (per 100,000)",2012,Africa,Rwanda,Communicable & other Group I,"22,931",22930.55078
"Age-standardized DALYs (per 100,000)",2012,Africa,Rwanda,Noncommunicable diseases,"25,496",25496.42969
"Age-standardized DALYs (per 100,000)",2012,Africa,Rwanda,Injuries,"5,733",5732.85498
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Saudi Arabia,All Causes,"33,652",33652.32031
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Saudi Arabia,Communicable & other Group I,"5,526",5526.1748
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Saudi Arabia,Noncommunicable diseases,"24,673",24672.56055
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Saudi Arabia,Injuries,"3,454",3453.58789
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Saudi Arabia,All Causes,"27,174",27174.36914
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Saudi Arabia,Communicable & other Group I,"3,421",3421.48511
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Saudi Arabia,Noncommunicable diseases,"21,223",21222.78906
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Saudi Arabia,Injuries,"2,530",2530.09302
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Sudan,All Causes,"71,794",71794.20313
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Sudan,Communicable & other Group I,"37,709",37709.5
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Sudan,Noncommunicable diseases,"25,864",25864.25977
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Sudan,Injuries,"8,220",8220.44824
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Sudan,All Causes,"59,210",59210.37891
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Sudan,Communicable & other Group I,"27,045",27045.28906
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Sudan,Noncommunicable diseases,"25,267",25267.09961
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Sudan,Injuries,"6,898",6897.99512
"Age-standardized DALYs (per 100,000)",2000,Africa,Senegal,All Causes,"74,595",74595.11719
"Age-standardized DALYs (per 100,000)",2000,Africa,Senegal,Communicable & other Group I,"44,446",44446.01953
"Age-standardized DALYs (per 100,000)",2000,Africa,Senegal,Noncommunicable diseases,"25,244",25244.28906
"Age-standardized DALYs (per 100,000)",2000,Africa,Senegal,Injuries,"4,905",4904.81494
"Age-standardized DALYs (per 100,000)",2012,Africa,Senegal,All Causes,"53,970",53969.89063
"Age-standardized DALYs (per 100,000)",2012,Africa,Senegal,Communicable & other Group I,"26,251",26250.84961
"Age-standardized DALYs (per 100,000)",2012,Africa,Senegal,Noncommunicable diseases,"23,529",23529.06055
"Age-standardized DALYs (per 100,000)",2012,Africa,Senegal,Injuries,"4,190",4189.97314
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Singapore,All Causes,"19,028",19027.61914
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Singapore,Communicable & other Group I,"1,898",1898.13599
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Singapore,Noncommunicable diseases,"15,489",15488.78027
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Singapore,Injuries,"1,641",1640.70605
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Singapore,All Causes,"14,354",14354.41016
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Singapore,Communicable & other Group I,"1,641",1640.86206
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Singapore,Noncommunicable diseases,"11,555",11554.96973
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Singapore,Injuries,"1,159",1158.56995
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Solomon Islands,All Causes,"50,302",50301.78125
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Solomon Islands,Communicable & other Group I,"16,328",16328.30957
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Solomon Islands,Noncommunicable diseases,"29,141",29141.32031
"Age-standardized DALYs (per 100,000)",2000,Western Pacific,Solomon Islands,Injuries,"4,832",4832.15576
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Solomon Islands,All Causes,"41,888",41888.42969
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Solomon Islands,Communicable & other Group I,"10,879",10879.32031
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Solomon Islands,Noncommunicable diseases,"26,990",26989.69922
"Age-standardized DALYs (per 100,000)",2012,Western Pacific,Solomon Islands,Injuries,"4,019",4019.40405
"Age-standardized DALYs (per 100,000)",2000,Africa,Sierra Leone,All Causes,"157,907",157907
"Age-standardized DALYs (per 100,000)",2000,Africa,Sierra Leone,Communicable & other Group I,"100,560",100560
"Age-standardized DALYs (per 100,000)",2000,Africa,Sierra Leone,Noncommunicable diseases,"46,533",46533.01953
"Age-standardized DALYs (per 100,000)",2000,Africa,Sierra Leone,Injuries,"10,814",10813.98047
"Age-standardized DALYs (per 100,000)",2012,Africa,Sierra Leone,All Causes,"117,683",117683
"Age-standardized DALYs (per 100,000)",2012,Africa,Sierra Leone,Communicable & other Group I,"70,714",70713.78906
"Age-standardized DALYs (per 100,000)",2012,Africa,Sierra Leone,Noncommunicable diseases,"38,411",38411.19922
"Age-standardized DALYs (per 100,000)",2012,Africa,Sierra Leone,Injuries,"8,558",8557.99414
"Age-standardized DALYs (per 100,000)",2000,Americas,El Salvador,All Causes,"39,697",39696.94141
"Age-standardized DALYs (per 100,000)",2000,Americas,El Salvador,Communicable & other Group I,"8,260",8259.84473
"Age-standardized DALYs (per 100,000)",2000,Americas,El Salvador,Noncommunicable diseases,"22,890",22889.58008
"Age-standardized DALYs (per 100,000)",2000,Americas,El Salvador,Injuries,"8,548",8547.5166
"Age-standardized DALYs (per 100,000)",2012,Americas,El Salvador,All Causes,"36,007",36007.21094
"Age-standardized DALYs (per 100,000)",2012,Americas,El Salvador,Communicable & other Group I,"5,586",5586.41113
"Age-standardized DALYs (per 100,000)",2012,Americas,El Salvador,Noncommunicable diseases,"21,919",21919.33008
"Age-standardized DALYs (per 100,000)",2012,Americas,El Salvador,Injuries,"8,501",8501.46973
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Somalia,All Causes,"101,532",101531.7031
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Somalia,Communicable & other Group I,"65,607",65607.42188
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Somalia,Noncommunicable diseases,"28,219",28219.05078
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Somalia,Injuries,"7,705",7705.19287
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Somalia,All Causes,"89,247",89247.02344
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Somalia,Communicable & other Group I,"52,376",52376.41016
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Somalia,Noncommunicable diseases,"26,110",26109.90039
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Somalia,Injuries,"10,761",10760.70996
"Age-standardized DALYs (per 100,000)",2000,Europe,Serbia,All Causes,"33,396",33395.64844
"Age-standardized DALYs (per 100,000)",2000,Europe,Serbia,Communicable & other Group I,"2,507",2507.22803
"Age-standardized DALYs (per 100,000)",2000,Europe,Serbia,Noncommunicable diseases,"27,868",27868.01953
"Age-standardized DALYs (per 100,000)",2000,Europe,Serbia,Injuries,"3,020",3020.396
"Age-standardized DALYs (per 100,000)",2012,Europe,Serbia,All Causes,"28,151",28150.76953
"Age-standardized DALYs (per 100,000)",2012,Europe,Serbia,Communicable & other Group I,"1,760",1760.41296
"Age-standardized DALYs (per 100,000)",2012,Europe,Serbia,Noncommunicable diseases,"23,899",23899.00977
"Age-standardized DALYs (per 100,000)",2012,Europe,Serbia,Injuries,"2,491",2491.34595
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,South Sudan,All Causes,"103,380",103380.2031
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,South Sudan,Communicable & other Group I,"65,175",65175.37891
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,South Sudan,Noncommunicable diseases,"29,569",29568.86914
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,South Sudan,Injuries,"8,636",8635.94629
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,South Sudan,All Causes,"80,319",80318.59375
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,South Sudan,Communicable & other Group I,"45,698",45698.10156
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,South Sudan,Noncommunicable diseases,"26,957",26957.36914
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,South Sudan,Injuries,"7,663",7663.11719
"Age-standardized DALYs (per 100,000)",2000,Americas,Suriname,All Causes,"36,786",36785.53906
"Age-standardized DALYs (per 100,000)",2000,Americas,Suriname,Communicable & other Group I,"9,504",9503.60547
"Age-standardized DALYs (per 100,000)",2000,Americas,Suriname,Noncommunicable diseases,"23,149",23149.42969
"Age-standardized DALYs (per 100,000)",2000,Americas,Suriname,Injuries,"4,133",4132.50391
"Age-standardized DALYs (per 100,000)",2012,Americas,Suriname,All Causes,"29,901",29900.56055
"Age-standardized DALYs (per 100,000)",2012,Americas,Suriname,Communicable & other Group I,"6,044",6043.9541
"Age-standardized DALYs (per 100,000)",2012,Americas,Suriname,Noncommunicable diseases,"18,650",18649.67969
"Age-standardized DALYs (per 100,000)",2012,Americas,Suriname,Injuries,"5,207",5206.92285
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovakia,All Causes,"30,695",30695.40039
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovakia,Communicable & other Group I,"2,328",2328.28101
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovakia,Noncommunicable diseases,"24,984",24983.94922
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovakia,Injuries,"3,383",3383.16992
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovakia,All Causes,"25,991",25990.9707
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovakia,Communicable & other Group I,"2,068",2067.67212
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovakia,Noncommunicable diseases,"21,069",21069.4707
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovakia,Injuries,"2,854",2853.82788
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovenia,All Causes,"26,583",26583.28906
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovenia,Communicable & other Group I,"1,732",1731.56006
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovenia,Noncommunicable diseases,"21,198",21198.42969
"Age-standardized DALYs (per 100,000)",2000,Europe,Slovenia,Injuries,"3,653",3653.302
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovenia,All Causes,"21,200",21200.48047
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovenia,Communicable & other Group I,"1,313",1312.81995
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovenia,Noncommunicable diseases,"17,206",17205.88086
"Age-standardized DALYs (per 100,000)",2012,Europe,Slovenia,Injuries,"2,682",2681.78296
"Age-standardized DALYs (per 100,000)",2000,Europe,Sweden,All Causes,"20,534",20534.25
"Age-standardized DALYs (per 100,000)",2000,Europe,Sweden,Communicable & other Group I,957,957.21771
"Age-standardized DALYs (per 100,000)",2000,Europe,Sweden,Noncommunicable diseases,"17,399",17399.34961
"Age-standardized DALYs (per 100,000)",2000,Europe,Sweden,Injuries,"2,178",2177.67798
"Age-standardized DALYs (per 100,000)",2012,Europe,Sweden,All Causes,"18,308",18307.57031
"Age-standardized DALYs (per 100,000)",2012,Europe,Sweden,Communicable & other Group I,917,917.41467
"Age-standardized DALYs (per 100,000)",2012,Europe,Sweden,Noncommunicable diseases,"15,497",15497.0498
"Age-standardized DALYs (per 100,000)",2012,Europe,Sweden,Injuries,"1,893",1893.10596
"Age-standardized DALYs (per 100,000)",2000,Africa,Swaziland,All Causes,"106,704",106703.6016
"Age-standardized DALYs (per 100,000)",2000,Africa,Swaziland,Communicable & other Group I,"67,517",67517.13281
"Age-standardized DALYs (per 100,000)",2000,Africa,Swaziland,Noncommunicable diseases,"32,026",32026.01953
"Age-standardized DALYs (per 100,000)",2000,Africa,Swaziland,Injuries,"7,160",7160.41309
"Age-standardized DALYs (per 100,000)",2012,Africa,Swaziland,All Causes,"87,161",87161.10156
"Age-standardized DALYs (per 100,000)",2012,Africa,Swaziland,Communicable & other Group I,"52,456",52455.92969
"Age-standardized DALYs (per 100,000)",2012,Africa,Swaziland,Noncommunicable diseases,"27,704",27703.65039
"Age-standardized DALYs (per 100,000)",2012,Africa,Swaziland,Injuries,"7,002",7001.52393
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Syrian Arab Republic,All Causes,"32,393",32392.51953
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Syrian Arab Republic,Communicable & other Group I,"5,466",5465.59912
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Syrian Arab Republic,Noncommunicable diseases,"24,239",24238.76953
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Syrian Arab Republic,Injuries,"2,688",2688.15894
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Syrian Arab Republic,All Causes,"43,178",43178.37109
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Syrian Arab Republic,Communicable & other Group I,"3,775",3774.7561
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Syrian Arab Republic,Noncommunicable diseases,"21,077",21076.84961
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Syrian Arab Republic,Injuries,"18,327",18326.75977
"Age-standardized DALYs (per 100,000)",2000,Africa,Chad,All Causes,"112,973",112972.8984
"Age-standardized DALYs (per 100,000)",2000,Africa,Chad,Communicable & other Group I,"74,319",74318.85156
"Age-standardized DALYs (per 100,000)",2000,Africa,Chad,Noncommunicable diseases,"30,243",30243.0293
"Age-standardized DALYs (per 100,000)",2000,Africa,Chad,Injuries,"8,411",8411.05273
"Age-standardized DALYs (per 100,000)",2012,Africa,Chad,All Causes,"94,563",94562.71094
"Age-standardized DALYs (per 100,000)",2012,Africa,Chad,Communicable & other Group I,"58,484",58483.51172
"Age-standardized DALYs (per 100,000)",2012,Africa,Chad,Noncommunicable diseases,"29,765",29765.19922
"Age-standardized DALYs (per 100,000)",2012,Africa,Chad,Injuries,"6,314",6314.00293
"Age-standardized DALYs (per 100,000)",2000,Africa,Togo,All Causes,"82,543",82543.29688
"Age-standardized DALYs (per 100,000)",2000,Africa,Togo,Communicable & other Group I,"49,305",49304.51172
"Age-standardized DALYs (per 100,000)",2000,Africa,Togo,Noncommunicable diseases,"27,908",27908.08984
"Age-standardized DALYs (per 100,000)",2000,Africa,Togo,Injuries,"5,331",5330.70605
"Age-standardized DALYs (per 100,000)",2012,Africa,Togo,All Causes,"71,808",71807.70313
"Age-standardized DALYs (per 100,000)",2012,Africa,Togo,Communicable & other Group I,"38,319",38318.98047
"Age-standardized DALYs (per 100,000)",2012,Africa,Togo,Noncommunicable diseases,"28,172",28172.15039
"Age-standardized DALYs (per 100,000)",2012,Africa,Togo,Injuries,"5,317",5316.56787
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Thailand,All Causes,"37,655",37654.91016
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Thailand,Communicable & other Group I,"11,301",11301.04004
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Thailand,Noncommunicable diseases,"21,910",21910.33984
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Thailand,Injuries,"4,444",4443.52979
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Thailand,All Causes,"28,993",28992.78906
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Thailand,Communicable & other Group I,"5,805",5804.79688
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Thailand,Noncommunicable diseases,"19,381",19381.41016
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Thailand,Injuries,"3,807",3806.58789
"Age-standardized DALYs (per 100,000)",2000,Europe,Tajikistan,All Causes,"52,132",52132.48828
"Age-standardized DALYs (per 100,000)",2000,Europe,Tajikistan,Communicable & other Group I,"18,073",18072.58984
"Age-standardized DALYs (per 100,000)",2000,Europe,Tajikistan,Noncommunicable diseases,"29,513",29513.41992
"Age-standardized DALYs (per 100,000)",2000,Europe,Tajikistan,Injuries,"4,546",4546.47217
"Age-standardized DALYs (per 100,000)",2012,Europe,Tajikistan,All Causes,"42,752",42751.60156
"Age-standardized DALYs (per 100,000)",2012,Europe,Tajikistan,Communicable & other Group I,"12,024",12023.87988
"Age-standardized DALYs (per 100,000)",2012,Europe,Tajikistan,Noncommunicable diseases,"27,024",27023.60938
"Age-standardized DALYs (per 100,000)",2012,Europe,Tajikistan,Injuries,"3,704",3704.11108
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkmenistan,All Causes,"56,635",56634.94922
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkmenistan,Communicable & other Group I,"14,418",14417.55957
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkmenistan,Noncommunicable diseases,"36,467",36466.71094
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkmenistan,Injuries,"5,751",5750.68896
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkmenistan,All Causes,"53,597",53596.96875
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkmenistan,Communicable & other Group I,"9,563",9563.14746
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkmenistan,Noncommunicable diseases,"37,946",37946.16016
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkmenistan,Injuries,"6,088",6087.66113
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Timor-Leste,All Causes,"69,526",69526.36719
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Timor-Leste,Communicable & other Group I,"33,016",33016.46875
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Timor-Leste,Noncommunicable diseases,"30,618",30618.14063
"Age-standardized DALYs (per 100,000)",2000,South-East Asia,Timor-Leste,Injuries,"5,892",5891.76221
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Timor-Leste,All Causes,"48,768",48767.58984
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Timor-Leste,Communicable & other Group I,"19,667",19666.71094
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Timor-Leste,Noncommunicable diseases,"24,935",24934.86914
"Age-standardized DALYs (per 100,000)",2012,South-East Asia,Timor-Leste,Injuries,"4,166",4166.00781
"Age-standardized DALYs (per 100,000)",2000,Americas,Trinidad and Tobago,All Causes,"40,507",40507.23828
"Age-standardized DALYs (per 100,000)",2000,Americas,Trinidad and Tobago,Communicable & other Group I,"8,631",8630.95605
"Age-standardized DALYs (per 100,000)",2000,Americas,Trinidad and Tobago,Noncommunicable diseases,"28,674",28673.75
"Age-standardized DALYs (per 100,000)",2000,Americas,Trinidad and Tobago,Injuries,"3,203",3202.53296
"Age-standardized DALYs (per 100,000)",2012,Americas,Trinidad and Tobago,All Causes,"38,360",38359.69922
"Age-standardized DALYs (per 100,000)",2012,Americas,Trinidad and Tobago,Communicable & other Group I,"5,294",5293.61182
"Age-standardized DALYs (per 100,000)",2012,Americas,Trinidad and Tobago,Noncommunicable diseases,"26,596",26595.56055
"Age-standardized DALYs (per 100,000)",2012,Americas,Trinidad and Tobago,Injuries,"6,471",6470.5249
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Tunisia,All Causes,"31,272",31271.78906
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Tunisia,Communicable & other Group I,"5,822",5822.22412
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Tunisia,Noncommunicable diseases,"22,365",22364.63086
"Age-standardized DALYs (per 100,000)",2000,Eastern Mediterranean,Tunisia,Injuries,"3,085",3084.93896
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Tunisia,All Causes,"26,814",26813.73047
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Tunisia,Communicable & other Group I,"4,020",4020.43311
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Tunisia,Noncommunicable diseases,"20,266",20266.13086
"Age-standardized DALYs (per 100,000)",2012,Eastern Mediterranean,Tunisia,Injuries,"2,527",2527.16504
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkey,All Causes,"39,312",39311.91016
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkey,Communicable & other Group I,"7,557",7556.94287
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkey,Noncommunicable diseases,"27,616",27615.76953
"Age-standardized DALYs (per 100,000)",2000,Europe,Turkey,Injuries,"4,139",4139.19189
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkey,All Causes,"29,027",29027.4707
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkey,Communicable & other Group I,"3,738",3738.43091
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkey,Noncommunicable diseases,"22,405",22404.74023
"Age-standardized DALYs (per 100,000)",2012,Europe,Turkey,Injuries,"2,884",2884.302
"Age-standardized DALYs (per 100,000)",2000,Africa,United Republic of Tanzania,All Causes,"97,902",97901.70313
"Age-standardized DALYs (per 100,000)",2000,Africa,United Republic of Tanzania,Communicable & other Group I,"63,365",63364.55078
"Age-standardized DALYs (per 100,000)",2000,Africa,United Republic of Tanzania,Noncommunicable diseases,"27,030",27030.40039
"Age-standardized DALYs (per 100,000)",2000,Africa,United Republic of Tanzania,Injuries,"7,507",7506.75977
"Age-standardized DALYs (per 100,000)",2012,Africa,United Republic of Tanzania,All Causes,"63,043",63042.62891
"Age-standardized DALYs (per 100,000)",2012,Africa,United Republic of Tanzania,Communicable & other Group I,"32,371",32371.21094
"Age-standardized DALYs (per 100,000)",2012,Africa,United Republic of Tanzania,Noncommunicable diseases,"24,246",24245.88086
"Age-standardized DALYs (per 100,000)",2012,Africa,United Republic of Tanzania,Injuries,"6,426",6425.54004
"Age-standardized DALYs (per 100,000)",2000,Africa,Uganda,All Causes,"122,162",122162.1016
"Age-standardized DALYs (per 100,000)",2000,Africa,Uganda,Communicable & other Group I,"83,634",83634.39844
"Age-standardized DALYs (per 100,000)",2000,Africa,Uganda,Noncommunicable diseases,"29,019",29018.88086
"Age-standardized DALYs (per 100,000)",2000,Africa,Uganda,Injuries,"9,509",9508.83008
"Age-standardized DALYs (per 100,000)",2012,Africa,Uganda,All Causes,"74,116",74115.70313
"Age-standardized DALYs (per 100,000)",2012,Africa,Uganda,Communicable & other Group I,"38,378",38378.28906
"Age-standardized DALYs (per 100,000)",2012,Africa,Uganda,Noncommunicable diseases,"27,342",27342.34961
"Age-standardized DALYs (per 100,000)",2012,Africa,Uganda,Injuries,"8,395",8395.06152
"Age-standardized DALYs (per 100,000)",2000,Europe,Ukraine,All Causes,"41,978",41978.44922
"Age-standardized DALYs (per 100,000)",2000,Europe,Ukraine,Communicable & other Group I,"4,955",4955.12207
"Age-standardized DALYs (per 100,000)",2000,Europe,Ukraine,Noncommunicable diseases,"30,040",30039.69922
"Age-standardized DALYs (per 100,000)",2000,Europe,Ukraine,Injuries,"6,984",6983.625
"Age-standardized DALYs (per 100,000)",2012,Europe,Ukraine,All Causes,"35,121",35120.62109
"Age-standardized DALYs (per 100,000)",2012,Europe,Ukraine,Communicable & other Group I,"4,935",4934.62207
"Age-standardized DALYs (per 100,000)",2012,Europe,Ukraine,Noncommunicable diseases,"26,107",26106.69922
"Age-standardized DALYs (per 100,000)",2012,Europe,Ukraine,Injuries,"4,079",4079.29712
"Age-standardized DALYs (per 100,000)",2000,Americas,Uruguay,All Causes,"28,431",28430.58008
"Age-standardized DALYs (per 100,000)",2000,Americas,Uruguay,Communicable & other Group I,"3,325",3325.08789
"Age-standardized DALYs (per 100,000)",2000,Americas,Uruguay,Noncommunicable diseases,"21,453",21452.51953
"Age-standardized DALYs (per 100,000)",2000,Americas,Uruguay,Injuries,"3,653",3652.96802
"Age-standardized DALYs (per 100,000)",2012,Americas,Uruguay,All Causes,"24,820",24819.67969
"Age-standardized DALYs (per 100,000)",2012,Americas,Uruguay,Communicable & other Group I,"2,675",2675.41699
"Age-standardized DALYs (per 100,000)",2012,Americas,Uruguay,Noncommunicable diseases,"18,971",18971.36914
"Age-standardized DALYs (per 100,000)",2012,Americas,Uruguay,Injuries,"3,173",3172.88403
"Age-standardized DALYs (per 100,000)",2000,Americas,United States of America,All Causes,"24,782",24781.57031
"Age-standardized DALYs (per 100,000)",2000,Americas,United States of America,Communicable & other Group I,"1,857",1857.41895
"Age-standardized DALYs (per 100,000)",2000,Americas,United States of America,Noncommunicable diseases,"20,107",20107.09961
"Age-standardized DALYs (per 100,000)",2000,Americas,United States of America,Injuries,"2,817",2817.04297
"Age-standardized DALYs (per 100,000)",2012,Americas,United States of America,All Causes,"22,775",22775.19922
"Age-standardized DALYs (per 100,000)",2012,Americas,United States of America,Communicable & other Group I,"1,604",1604.46399
"Age-standardized DALYs (per 100,000)",2012,Americas,United States of America,Noncommunicable diseases,"18,603",18603.48047
"Age-standardized DALYs (per 100,000)",2012,Americas,United States of America,Injuries,"2,567",2567.24805
"Age-standardized DALYs (per 100,000)",2000,Europe,Uzbekistan,All Causes,"46,078",46078.41016
"Age-standardized DALYs (per 100,000)",2000,Europe,Uzbekistan,Communicable & other Group I,"11,633",11633.48047
"Age-standardized DALYs (per 100,000)",2000,Europe,Uzbekistan,Noncommunicable diseases,"30,512",30512.2793
"Age-standardized DALYs (per 100,000)",2000,Europe,Uzbekistan,Injuries,"3,933",3932.6499
"Age-standardized DALYs (per 100,000)",2012,Europe,Uzbekistan,All Causes,"40,253",40252.94922
"Age-standardized DALYs (per 100,000)",2012,Europe,Uzbekistan,Communicable & other Group I,"7,717",7717.37109
"Age-standardized DALYs (per 100,000)",2012,Europe,Uzbekistan,Noncommunicable diseases,"29,089",29089.23047
"Age-standardized DALYs (per 100,000)",2012,Europe,Uzbekistan,Injuries,"3,446",3446.35107
"Age-standardized DALYs (per 100,000)",2000,Americas,Venezuela (Bolivarian Republic of),All Causes,"31,677",31677.08984
"Age-standardized DALYs (per 100,000)",2000,Americas,Venezuela (Bolivarian Republic of),Communicable & other Group I,"5,394",5394.30518
"Age-standardized DALYs (per 100,000)",2000,Americas,Venezuela (Bolivarian Republic of),Noncommunicable diseases,"21,078",21078.39063
"Age-standardized DALYs (per 100,000)",2000,Americas,Venezuela (Bolivarian Republic of),Injuries,"5,204",5204.39307
"Age-standardized DALYs (per 100,000)",2012,Americas,Venezuela (Bolivarian Republic of),All Causes,"29,410",29409.74023
"Age-standardized DALYs (per 100,000)",2012,Americas,Venezuela (Bolivarian Republic of),Communicable & other Group I,"4,143",4142.98779
